,para_index,tag,para,num_utterances,raw_utter_list,tokenized_sent,chapter_tag
64,64,narrative,"It is a truth universally acknowledged, that a single man in possession of       a good fortune, must be in want of a wife.",0,[],"['It is a truth universally acknowledged, that a single man in possession of       a good fortune, must be in want of a wife.']",Chapter 1
65,65,narrative,"However little known the feelings or views of such a man may be on his       first entering a neighbourhood, this truth is so well fixed in the minds       of the surrounding families, that he is considered the rightful property       of some one or other of their daughters.",0,[],"['However little known the feelings or views of such a man may be on his       first entering a neighbourhood, this truth is so well fixed in the minds       of the surrounding families, that he is considered the rightful property       of some one or other of their daughters.']",Chapter 1
66,66,utterance,"""My dear Mr. Bennet,"" said his lady to him one day, ""have you heard that       Netherfield Park is let at last?""",2,"['""My dear Mr. Bennet,""', '""have you heard that       Netherfield Park is let at last?""']","['""My dear Mr Bennet,""', '""have you heard that       Netherfield Park is let at last?""']",Chapter 1
67,67,narrative,Mr. Bennet replied that he had not.,0,[],['Mr Bennet replied that he had not.'],Chapter 1
68,68,utterance,"""But it is,"" returned she; ""for Mrs. Long has just been here, and she told       me all about it.""",2,"['""But it is,""', '""for Mrs. Long has just been here, and she told       me all about it.""']","['""But it is,""', '""for Mrs Long has just been here, and she told       me all about it.""']",Chapter 1
69,69,narrative,Mr. Bennet made no answer.,0,[],['Mr Bennet made no answer.'],Chapter 1
70,70,utterance,"""Do you not want to know who has taken it?"" cried his wife impatiently.",1,"['""Do you not want to know who has taken it?""']","['""Do you not want to know who has taken it?""', ' cried his wife impatiently.']",Chapter 1
71,71,utterance,"""You want to tell me, and I have no objection to hearing it.""",1,"['""You want to tell me, and I have no objection to hearing it.""']","['""You want to tell me, and I have no objection to hearing it.""']",Chapter 1
72,72,narrative,This was invitation enough.,0,[],['This was invitation enough.'],Chapter 1
73,73,utterance,"""Why, my dear, you must know, Mrs. Long says that Netherfield is taken by       a young man of large fortune from the north of England; that he came down       on Monday in a chaise and four to see the place, and was so much delighted       with it, that he agreed with Mr. Morris immediately; that he is to take       possession before Michaelmas, and some of his servants are to be in the       house by the end of next week.""",1,"['""Why, my dear, you must know, Mrs. Long says that Netherfield is taken by       a young man of large fortune from the north of England; that he came down       on Monday in a chaise and four to see the place, and was so much delighted       with it, that he agreed with Mr. Morris immediately; that he is to take       possession before Michaelmas, and some of his servants are to be in the       house by the end of next week.""']","['""Why, my dear, you must know, Mrs Long says that Netherfield is taken by       a young man of large fortune from the north of England; that he came down       on Monday in a chaise and four to see the place, and was so much delighted       with it, that he agreed with Mr Morris immediately; that he is to take       possession before Michaelmas, and some of his servants are to be in the       house by the end of next week.""']",Chapter 1
74,74,utterance,"""What is his name?""",1,"['""What is his name?""']","['""What is his name?""']",Chapter 1
75,75,utterance,"""Bingley.""",1,"['""Bingley.""']","['""Bingley.""']",Chapter 1
76,76,utterance,"""Is he married or single?""",1,"['""Is he married or single?""']","['""Is he married or single?""']",Chapter 1
77,77,utterance,"""Oh! Single, my dear, to be sure! A single man of large fortune; four or       five thousand a year. What a fine thing for our girls!""",1,"['""Oh! Single, my dear, to be sure! A single man of large fortune; four or       five thousand a year. What a fine thing for our girls!""']","['""Oh! Single, my dear, to be sure! A single man of large fortune; four or       five thousand a year. What a fine thing for our girls!""']",Chapter 1
78,78,utterance,"""How so? How can it affect them?""",1,"['""How so? How can it affect them?""']","['""How so? How can it affect them?""']",Chapter 1
79,79,utterance,"""My dear Mr. Bennet,"" replied his wife, ""how can you be so tiresome! You       must know that I am thinking of his marrying one of them.""",2,"['""My dear Mr. Bennet,""', '""how can you be so tiresome! You       must know that I am thinking of his marrying one of them.""']","['""My dear Mr Bennet,""', '""how can you be so tiresome! You       must know that I am thinking of his marrying one of them.""']",Chapter 1
80,80,utterance,"""Is that his design in settling here?""",1,"['""Is that his design in settling here?""']","['""Is that his design in settling here?""']",Chapter 1
81,81,utterance,"""Design! Nonsense, how can you talk so! But it is very likely that he may       fall in love with one of them, and therefore you must visit him as soon as       he comes.""",1,"['""Design! Nonsense, how can you talk so! But it is very likely that he may       fall in love with one of them, and therefore you must visit him as soon as       he comes.""']","['""Design! Nonsense, how can you talk so! But it is very likely that he may       fall in love with one of them, and therefore you must visit him as soon as       he comes.""']",Chapter 1
82,82,utterance,"""I see no occasion for that. You and the girls may go, or you may send       them by themselves, which perhaps will be still better, for as you are as       handsome as any of them, Mr. Bingley may like you the best of the party.""",1,"['""I see no occasion for that. You and the girls may go, or you may send       them by themselves, which perhaps will be still better, for as you are as       handsome as any of them, Mr. Bingley may like you the best of the party.""']","['""I see no occasion for that. You and the girls may go, or you may send       them by themslves, which perhaps will be still better, for as you are as       handsome as any of them, Mr Bingley may like you the best of the party.""']",Chapter 1
83,83,utterance,"""My dear, you flatter me. I certainly have had my share of beauty,       but I do not pretend to be anything extraordinary now. When a woman has       five grown-up daughters, she ought to give over thinking of her own       beauty.""",1,"['""My dear, you flatter me. I certainly have had my share of beauty,       but I do not pretend to be anything extraordinary now. When a woman has       five grown-up daughters, she ought to give over thinking of her own       beauty.""']","['""My dear, you flatter me. I certainly have had my share of beauty,       but I do not pretend to be anything extraordinary now. When a woman has       five grown-up daughters, she ought to give over thinking of her own       beauty.""']",Chapter 1
84,84,utterance,"""In such cases, a woman has not often much beauty to think of.""",1,"['""In such cases, a woman has not often much beauty to think of.""']","['""In such cases, a woman has not often much beauty to think of.""']",Chapter 1
85,85,utterance,"""But, my dear, you must indeed go and see Mr. Bingley when he comes into       the neighbourhood.""",1,"['""But, my dear, you must indeed go and see Mr. Bingley when he comes into       the neighbourhood.""']","['""But, my dear, you must indeed go and see Mr Bingley when he comes into       the neighbourhood.""']",Chapter 1
86,86,utterance,"""It is more than I engage for, I assure you.""",1,"['""It is more than I engage for, I assure you.""']","['""It is more than I engage for, I assure you.""']",Chapter 1
87,87,utterance,"""But consider your daughters. Only think what an establishment it would be       for one of them. Sir William and Lady Lucas are determined to go, merely       on that account, for in general, you know, they visit no newcomers. Indeed       you must go, for it will be impossible for us to visit him if you       do not.""",1,"['""But consider your daughters. Only think what an establishment it would be       for one of them. Sir William and Lady Lucas are determined to go, merely       on that account, for in general, you know, they visit no newcomers. Indeed       you must go, for it will be impossible for us to visit him if you       do not.""']","['""But consider your daughters. Only think what an establishment it would be       for one of them. Sir William and Lady Lucas are determined to go, merely       on that account, for in general, you know, they visit no newcomers. Indeed       you must go, for it will be impossible for us to visit him if you       do not.""']",Chapter 1
88,88,utterance,"""You are over-scrupulous, surely. I dare say Mr. Bingley will be very glad       to see you; and I will send a few lines by you to assure him of my hearty       consent to his marrying whichever he chooses of the girls; though I must       throw in a good word for my little Lizzy.""",1,"['""You are over-scrupulous, surely. I dare say Mr. Bingley will be very glad       to see you; and I will send a few lines by you to assure him of my hearty       consent to his marrying whichever he chooses of the girls; though I must       throw in a good word for my little Lizzy.""']","['""You are over-scrupulous, surely. I dare say Mr Bingley will be very glad       to see you; and I will send a few lines by you to assure him of my hearty       consent to his marrying whichever he chooses of the girls; though I must       throw in a good word for my little Lizzy.""']",Chapter 1
89,89,utterance,"""I desire you will do no such thing. Lizzy is not a bit better than the       others; and I am sure she is not half so handsome as Jane, nor half so       good-humoured as Lydia. But you are always giving her the       preference.""",1,"['""I desire you will do no such thing. Lizzy is not a bit better than the       others; and I am sure she is not half so handsome as Jane, nor half so       good-humoured as Lydia. But you are always giving her the       preference.""']","['""I desire you will do no such thing. Lizzy is not a bit better than the       others; and I am sure she is not half so handsome as Jane, nor half so       good-humoured as Lydia. But you are always giving her the       preference.""']",Chapter 1
90,90,utterance,"""They have none of them much to recommend them,"" replied he; ""they are all       silly and ignorant like other girls; but Lizzy has something more of       quickness than her sisters.""",2,"['""They have none of them much to recommend them,""', '""they are all       silly and ignorant like other girls; but Lizzy has something more of       quickness than her sisters.""']","['""They have none of them much to recommend them,""', '""they are all       silly and ignorant like other girls; but Lizzy has something more of       quickness than her sisters.""']",Chapter 1
91,91,utterance,"""Mr. Bennet, how can you abuse your own children in such a way? You       take delight in vexing me. You have no compassion for my poor nerves.""",1,"['""Mr. Bennet, how can you abuse your own children in such a way? You       take delight in vexing me. You have no compassion for my poor nerves.""']","['""Mr Bennet, how can you abuse your own children in such a way? You       take delight in vexing me. You have no compassion for my poor nerves.""']",Chapter 1
92,92,utterance,"""You mistake me, my dear. I have a high respect for your nerves. They are       my old friends. I have heard you mention them with consideration these       last twenty years at least.""",1,"['""You mistake me, my dear. I have a high respect for your nerves. They are       my old friends. I have heard you mention them with consideration these       last twenty years at least.""']","['""You mistake me, my dear. I have a high respect for your nerves. They are       my old friends. I have heard you mention them with consideration these       last twenty years at least.""']",Chapter 1
93,93,utterance,"""Ah, you do not know what I suffer.""",1,"['""Ah, you do not know what I suffer.""']","['""Ah, you do not know what I suffer.""']",Chapter 1
94,94,utterance,"""But I hope you will get over it, and live to see many young men of four       thousand a year come into the neighbourhood.""",1,"['""But I hope you will get over it, and live to see many young men of four       thousand a year come into the neighbourhood.""']","['""But I hope you will get over it, and live to see many young men of four       thousand a year come into the neighbourhood.""']",Chapter 1
95,95,utterance,"""It will be no use to us, if twenty such should come, since you will not       visit them.""",1,"['""It will be no use to us, if twenty such should come, since you will not       visit them.""']","['""It will be no use to us, if twenty such should come, since you will not       visit them.""']",Chapter 1
96,96,utterance,"""Depend upon it, my dear, that when there are twenty, I will visit them       all.""",1,"['""Depend upon it, my dear, that when there are twenty, I will visit them       all.""']","['""Depend upon it, my dear, that when there are twenty, I will visit them       all.""']",Chapter 1
97,97,narrative,"Mr. Bennet was so odd a mixture of quick parts, sarcastic humour, reserve,       and caprice, that the experience of three-and-twenty years had been       insufficient to make his wife understand his character. Her mind       was less difficult to develop. She was a woman of mean understanding,       little information, and uncertain temper. When she was discontented, she       fancied herself nervous. The business of her life was to get her daughters       married; its solace was visiting and news.",0,[],"['Mr Bennet was so odd a mixture of quick parts, sarcastic humour, reserve,       and caprice, that the experience of three-and-twenty years had been       insufficient to make his wife understand his character. Her mind       was less difficult to develop. She was a woman of mean understanding,       little information, and uncertain temper. When she was discontented, she       fancied herself nervous. The business of her life was to get her daughters       married; its solace was visiting and news.']",Chapter 1
98,98,narrative,Chapter 2,0,[],['Chapter 2'],Chapter 2
99,99,narrative,"Mr. Bennet was among the earliest of those who waited on Mr. Bingley. He       had always intended to visit him, though to the last always assuring his       wife that he should not go; and till the evening after the visit was paid       she had no knowledge of it. It was then disclosed in the following manner.       Observing his second daughter employed in trimming a hat, he suddenly       addressed her with:",0,[],"['Mr Bennet was among the earliest of those who waited on Mr Bingley. He       had always intended to visit him, though to the last always assuring his       wife that he should not go; and till the evening after the visit was paid       she had no knowledge of it. It was then disclosed in the following manner.       Observing his second daughter employed in trimming a hat, he suddenly       addressed her with:']",Chapter 2
100,100,utterance,"""I hope Mr. Bingley will like it, Lizzy.""",1,"['""I hope Mr. Bingley will like it, Lizzy.""']","['""I hope Mr Bingley will like it, Lizzy.""']",Chapter 2
101,101,utterance,"""We are not in a way to know what Mr. Bingley likes,"" said her       mother resentfully, ""since we are not to visit.""",2,"['""We are not in a way to know what Mr. Bingley likes,""', '""since we are not to visit.""']","['""We are not in a way to know what Mr Bingley likes,""', '""since we are not to visit.""']",Chapter 2
102,102,utterance,"""But you forget, mamma,"" said Elizabeth, ""that we shall meet him at the       assemblies, and that Mrs. Long promised to introduce him.""",2,"['""But you forget, mamma,""', '""that we shall meet him at the       assemblies, and that Mrs. Long promised to introduce him.""']","['""But you forget, mamma,""', '""that we shall meet him at the       assemblies, and that Mrs Long promised to introduce him.""']",Chapter 2
103,103,utterance,"""I do not believe Mrs. Long will do any such thing. She has two nieces of       her own. She is a selfish, hypocritical woman, and I have no opinion of       her.""",1,"['""I do not believe Mrs. Long will do any such thing. She has two nieces of       her own. She is a selfish, hypocritical woman, and I have no opinion of       her.""']","['""I do not believe Mrs Long will do any such thing. She has two nieces of       her own. She is a selfish, hypocritical woman, and I have no opinion of       her.""']",Chapter 2
104,104,utterance,"""No more have I,"" said Mr. Bennet; ""and I am glad to find that you do not       depend on her serving you.""",2,"['""No more have I,""', '""and I am glad to find that you do not       depend on her serving you.""']","['""No more have I,""', '""and I am glad to find that you do not       depend on her serving you.""']",Chapter 2
105,105,narrative,"Mrs. Bennet deigned not to make any reply, but, unable to contain herself,       began scolding one of her daughters.",0,[],"['Mrs Bennet deigned not to make any reply, but, unable to contain herself,       began scolding one of her daughters.']",Chapter 2
106,106,utterance,"""Don't keep coughing so, Kitty, for Heaven's sake! Have a little       compassion on my nerves. You tear them to pieces.""",1,"['""Don\'t keep coughing so, Kitty, for Heaven\'s sake! Have a little       compassion on my nerves. You tear them to pieces.""']","['""Don\'t keep coughing so, Kitty, for Heaven\'s sake! Have a little       compassion on my nerves. You tear them to pieces.""']",Chapter 2
107,107,utterance,"""Kitty has no discretion in her coughs,"" said her father; ""she times them       ill.""",2,"['""Kitty has no discretion in her coughs,""', '""she times them       ill.""']","['""Kitty has no discretion in her coughs,""', '""she times them       ill.""']",Chapter 2
108,108,utterance,"""I do not cough for my own amusement,"" replied Kitty fretfully. ""When is       your next ball to be, Lizzy?""",2,"['""I do not cough for my own amusement,""', '""When is       your next ball to be, Lizzy?""']","['""I do not cough for my own amusement,""', '""When is       your next ball to be, Lizzy?""']",Chapter 2
109,109,utterance,"""To-morrow fortnight.""",1,"['""To-morrow fortnight.""']","['""To-morrow fortnight.""']",Chapter 2
110,110,utterance,"""Aye, so it is,"" cried her mother, ""and Mrs. Long does not come back till       the day before; so it will be impossible for her to introduce him, for she       will not know him herself.""",2,"['""Aye, so it is,""', '""and Mrs. Long does not come back till       the day before; so it will be impossible for her to introduce him, for she       will not know him herself.""']","['""Aye, so it is,""', '""and Mrs Long does not come back till       the day before; so it will be impossible for her to introduce him, for she       will not know him herself.""']",Chapter 2
111,111,utterance,"""Then, my dear, you may have the advantage of your friend, and introduce       Mr. Bingley to her.""",1,"['""Then, my dear, you may have the advantage of your friend, and introduce       Mr. Bingley to her.""']","['""Then, my dear, you may have the advantage of your friend, and introduce       Mr Bingley to her.""']",Chapter 2
112,112,utterance,"""Impossible, Mr. Bennet, impossible, when I am not acquainted with him       myself; how can you be so teasing?""",1,"['""Impossible, Mr. Bennet, impossible, when I am not acquainted with him       myself; how can you be so teasing?""']","['""Impossible, Mr Bennet, impossible, when I am not acquainted with him       myself; how can you be so teasing?""']",Chapter 2
113,113,utterance,"""I honour your circumspection. A fortnight's acquaintance is certainly       very little. One cannot know what a man really is by the end of a       fortnight. But if we do not venture somebody else will; and after       all, Mrs. Long and her nieces must stand their chance; and, therefore,       as she will think it an act of kindness, if you decline the office, I will       take it on myself.""",1,"['""I honour your circumspection. A fortnight\'s acquaintance is certainly       very little. One cannot know what a man really is by the end of a       fortnight. But if we do not venture somebody else will; and after       all, Mrs. Long and her nieces must stand their chance; and, therefore,       as she will think it an act of kindness, if you decline the office, I will       take it on myself.""']","['""I honour your circumsection. A fortnight\'s acquaintance is certainly       very little. One cannot know what a man really is by the end of a       fortnight. But if we do not venture somebody else will; and after       all, Mrs Long and her nieces must stand their chance; and, therefore,       as she will think it an act of kindness, if you decline the office, I will       take it on myself.""']",Chapter 2
114,114,utterance,"The girls stared at their father. Mrs. Bennet said only, ""Nonsense,       nonsense!""",1,"['""Nonsense,       nonsense!""']","['The girls stared at their father. Mrs Bennet said only, ', '""Nonsense,       nonsense!""']",Chapter 2
115,115,utterance,"""What can be the meaning of that emphatic exclamation?"" cried he. ""Do you       consider the forms of introduction, and the stress that is laid on them,       as nonsense? I cannot quite agree with you there. What say you,       Mary? For you are a young lady of deep reflection, I know, and read great       books and make extracts.""",2,"['""What can be the meaning of that emphatic exclamation?""', '""Do you       consider the forms of introduction, and the stress that is laid on them,       as nonsense? I cannot quite agree with you there. What say you,       Mary? For you are a young lady of deep reflection, I know, and read great       books and make extracts.""']","['""What can be the meaning of that emphatic exclamation?""', '""Do you       consider the formsof introduction, and the stress that is laid on them,       as nonsense? I cannot quite agree with you there. What say you,       Mary? For you are a young lady of deep reflection, I know, and read great       books and make extracts.""']",Chapter 2
116,116,narrative,"Mary wished to say something sensible, but knew not how.",0,[],"['Mary wished to say something sensible, but knew not how.']",Chapter 2
117,117,utterance,"""While Mary is adjusting her ideas,"" he continued, ""let us return to Mr.       Bingley.""",2,"['""While Mary is adjusting her ideas,""', '""let us return to Mr.       Bingley.""']","['""While Mary is adjusting her ideas,""', '""let us return to Mr       Bingley.""']",Chapter 2
118,118,utterance,"""I am sick of Mr. Bingley,"" cried his wife.",1,"['""I am sick of Mr. Bingley,""']","['""I am sick of Mr Bingley,""', ' cried his wife.']",Chapter 2
119,119,utterance,"""I am sorry to hear that; but why did not you tell me that before?       If I had known as much this morning I certainly would not have called on       him. It is very unlucky; but as I have actually paid the visit, we cannot       escape the acquaintance now.""",1,"['""I am sorry to hear that; but why did not you tell me that before?       If I had known as much this morning I certainly would not have called on       him. It is very unlucky; but as I have actually paid the visit, we cannot       escape the acquaintance now.""']","['""I am sorry to hear that; but why did not you tell me that before?       If I had known as much this morning I certainly would not have called on       him. It is very unlucky; but as I have actually paid the visit, we cannot       escape the acquaintance now.""']",Chapter 2
120,120,narrative,"The astonishment of the ladies was just what he wished; that of Mrs.       Bennet perhaps surpassing the rest; though, when the first tumult of joy       was over, she began to declare that it was what she had expected all the       while.",0,[],"['The astonishment of the ladies was just what he wished; that of Mrs       Bennet perhaps surpassing the rest; though, when the first tumult of joy       was over, she began to declare that it was what she had expected all the       while.']",Chapter 2
121,121,utterance,"""How good it was in you, my dear Mr. Bennet! But I knew I should persuade       you at last. I was sure you loved your girls too well to neglect such an       acquaintance. Well, how pleased I am! and it is such a good joke, too,       that you should have gone this morning and never said a word about it till       now.""",1,"['""How good it was in you, my dear Mr. Bennet! But I knew I should persuade       you at last. I was sure you loved your girls too well to neglect such an       acquaintance. Well, how pleased I am! and it is such a good joke, too,       that you should have gone this morning and never said a word about it till       now.""']","['""How good it was in you, my dear Mr Bennet! But I knew I should persuade       you at last. I was sure you loved your girls too well to neglect such an       acquaintance. Well, how pleased I am! and it is such a good joke, too,       that you should have gone this morning and never said a word about it till       now.""']",Chapter 2
122,122,utterance,"""Now, Kitty, you may cough as much as you choose,"" said Mr. Bennet; and,       as he spoke, he left the room, fatigued with the raptures of his wife.",1,"['""Now, Kitty, you may cough as much as you choose,""']","['""Now, Kitty, you may cough as much as you choose,""', ' said Mr Bennet; and,       as he spoke, he left the room, fatigued with the raptures of his wife.']",Chapter 2
123,123,utterance,"""What an excellent father you have, girls!"" said she, when the door was       shut. ""I do not know how you will ever make him amends for his kindness;       or me, either, for that matter. At our time of life it is not so pleasant,       I can tell you, to be making new acquaintances every day; but for your       sakes, we would do anything. Lydia, my love, though you are the       youngest, I dare say Mr. Bingley will dance with you at the next ball.""",2,"['""What an excellent father you have, girls!""', '""I do not know how you will ever make him amends for his kindness;       or me, either, for that matter. At our time of life it is not so pleasant,       I can tell you, to be making new acquaintances every day; but for your       sakes, we would do anything. Lydia, my love, though you are the       youngest, I dare say Mr. Bingley will dance with you at the next ball.""']","['""What an excellent father you have, girls!""', '""I do not know how you will ever make him amends for his kindness;       or me, either, for that matter. At our time of life it is not so pleasant,       I can tell you, to be making new acquaintances every day; but for your       sakes, we would do anything. Lydia, my love, though you are the       youngest, I dare say Mr Bingley will dance with you at the next ball.""']",Chapter 2
124,124,utterance,"""Oh!"" said Lydia stoutly, ""I am not afraid; for though I am the       youngest, I'm the tallest.""",2,"['""Oh!""', '""I am not afraid; for though I am the       youngest, I\'m the tallest.""']","['""Oh!""', '""I am not afraid; for though I am the       youngest, I\'m the tallest.""']",Chapter 2
125,125,narrative,"The rest of the evening was spent in conjecturing how soon he would return       Mr. Bennet's visit, and determining when they should ask him to dinner.",0,[],"[""The rest of the evening was spent in conjecturing how soon he would return       Mr Bennet's visit, and determining when they should ask him to dinner.""]",Chapter 2
126,126,narrative,Chapter 3,0,[],['Chapter 3'],Chapter 3
127,127,narrative,"Not all that Mrs. Bennet, however, with the assistance of her five       daughters, could ask on the subject, was sufficient to draw from her       husband any satisfactory description of Mr. Bingley. They attacked him in       various ways—with barefaced questions, ingenious suppositions, and       distant surmises; but he eluded the skill of them all, and they were at       last obliged to accept the second-hand intelligence of their neighbour,       Lady Lucas. Her report was highly favourable. Sir William had been       delighted with him. He was quite young, wonderfully handsome, extremely       agreeable, and, to crown the whole, he meant to be at the next assembly       with a large party. Nothing could be more delightful! To be fond of       dancing was a certain step towards falling in love; and very lively hopes       of Mr. Bingley's heart were entertained.",0,[],"[""Not all that Mrs Bennet, however, with the assistance of her five       daughters, could ask on the subject, was sufficient to draw from her       husband any satisfactory description of Mr Bingley. They attacked him in       various ways—with barefaced questions, ingenious suppositions, and       distant surmises; but he eluded the skill of them all, and they were at       last obliged to accept the second-hand intelligence of their neighbour,       Lady Lucas. Her report was highly favourable. Sir William had been       delighted with him. He was quite young, wonderfully handsome, extremely       agreeable, and, to crown the whole, he meant to be at the next assembly       with a large party. Nothing could be more delightful! To be fond of       dancing was a certain step towards falling in love; and very lively hopes       of Mr Bingley's heart were entertained.""]",Chapter 3
128,128,utterance,"""If I can but see one of my daughters happily settled at Netherfield,""        said Mrs. Bennet to her husband, ""and all the others equally well married,       I shall have nothing to wish for.""",2,"['""If I can but see one of my daughters happily settled at Netherfield,""', '""and all the others equally well married,       I shall have nothing to wish for.""']","['""If I can but see one of my daughters happily settled at Netherfield,""', '""and all the others equally well married,       I shall have nothing to wish for.""']",Chapter 3
129,129,narrative,"In a few days Mr. Bingley returned Mr. Bennet's visit, and sat about ten       minutes with him in his library. He had entertained hopes of being       admitted to a sight of the young ladies, of whose beauty he had heard       much; but he saw only the father. The ladies were somewhat more fortunate,       for they had the advantage of ascertaining from an upper window that he       wore a blue coat, and rode a black horse.",0,[],"[""In a few days Mr Bingley returned Mr Bennet's visit, and sat about ten       minutes with him in his library. He had entertained hopes of being       admitted to a sight of the young ladies, of whose beauty he had heard       much; but he saw only the father. The ladies were somewhat more fortunate,       for they had the advantage of ascertaining from an upper window that he       wore a blue coat, and rode a black horse.""]",Chapter 3
