,para_index,tag,para,num_utterances,raw_utter_list,tokenized_sent,chapter_tag
14,14,narrative,"Without being actually a dwarf—for he was perfectly well
      proportioned from head to foot—Pesca was, I think, the smallest
      human being I ever saw out of a show-room. Remarkable anywhere, by his
      personal appearance, he was still further distinguished among the rank and
      file of mankind by the harmless eccentricity of his character. The ruling
      idea of his life appeared to be, that he was bound to show his gratitude
      to the country which had afforded him an asylum and a means of subsistence
      by doing his utmost to turn himself into an Englishman. Not content with
      paying the nation in general the compliment of invariably carrying an
      umbrella, and invariably wearing gaiters and a white hat, the Professor
      further aspired to become an Englishman in his habits and amusements, as
      well as in his personal appearance. Finding us distinguished, as a nation,
      by our love of athletic exercises, the little man, in the innocence of his
      heart, devoted himself impromptu to all our English sports and pastimes
      whenever he had the opportunity of joining them; firmly persuaded that he
      could adopt our national amusements of the field by an effort of will
      precisely as he had adopted our national gaiters and our national white
      hat.",0,[],"['Without being actually a dwarf—for he was perfectly well\n      proportioned from head to foot—Pesca was, I think, the smallest\n      human being I ever saw out of a show-room. Remarkable anywhere, by his\n      personal appearance, he was still further distinguished among the rank and\n      file of mankind by the harmless eccentricity of his character. The ruling\n      idea of his life appeared to be, that he was bound to show his gratitude\n      to the country which had afforded him an asylum and a means of subsistence\n      by doing his utmost to turn himslf into an Englishman. Not content with\n      paying the nation in general the compliment of invariably carrying an\n      umbrella, and invariably wearing gaiters and a white hat, the Professor\n      further aspired to become an Englishman in his habits and amusements, as\n      well as in his personal appearance. Finding us distinguished, as a nation,\n      by our love of athletic exercises, the little man, in the innocence of his\n      heart, devoted himslf impromptu to all our English sports and pastimes\n      whenever he had the opportunity of joining them; firmly persuaded that he\n      could adopt our national amusements of the field by an effort of will\n      precisely as he had adopted our national gaiters and our national white\n      hat.']",
15,15,narrative,"I had seen him risk his limbs blindly at a fox-hunt and in a
      cricket-field; and soon afterwards I saw him risk his life, just as
      blindly, in the sea at Brighton.",0,[],"['I had seen him risk his limbs blindly at a fox-hunt and in a\n      cricket-field; and soon afterwards I saw him risk his life, just as\n      blindly, in the sea at Brighton.']",
16,16,narrative,"We had met there accidentally, and were bathing together. If we had been
      engaged in any exercise peculiar to my own nation I should, of course,
      have looked after Pesca carefully; but as foreigners are generally quite
      as well able to take care of themselves in the water as Englishmen, it
      never occurred to me that the art of swimming might merely add one more to
      the list of manly exercises which the Professor believed that he could
      learn impromptu. Soon after we had both struck out from shore, I stopped,
      finding my friend did not gain on me, and turned round to look for him. To
      my horror and amazement, I saw nothing between me and the beach but two
      little white arms which struggled for an instant above the surface of the
      water, and then disappeared from view. When I dived for him, the poor
      little man was lying quietly coiled up at the bottom, in a hollow of
      shingle, looking by many degrees smaller than I had ever seen him look
      before. During the few minutes that elapsed while I was taking him in, the
      air revived him, and he ascended the steps of the machine with my
      assistance. With the partial recovery of his animation came the return of
      his wonderful delusion on the subject of swimming. As soon as his
      chattering teeth would let him speak, he smiled vacantly, and said he
      thought it must have been the Cramp.",0,[],"['We had met there accidentally, and were bathing together. If we had been\n      engaged in any exercise peculiar to my own nation I should, of course,\n      have looked after Pesca carefully; but as foreigners are generally quite\n      as well able to take care of themslves in the water as Englishmen, it\n      never occurred to me that the art of swimming might merely add one more to\n      the list of manly exercises which the Professor believed that he could\n      learn impromptu. Soon after we had both struck out from shore, I stopped,\n      finding my friend did not gain on me, and turned round to look for him. To\n      my horror and amazement, I saw nothing between me and the beach but two\n      little white armswhich struggled for an instant above the surface of the\n      water, and then disappeared from view. When I dived for him, the poor\n      little man was lying quietly coiled up at the bottom, in a hollow of\n      shingle, looking by many degrees smaller than I had ever seen him look\n      before. During the few minutes that elapsed while I was taking him in, the\n      air revived him, and he ascended the steps of the machine with my\n      assistance. With the partial recovery of his animation came the return of\n      his wonderful delusion on the subject of swimming. As soon as his\n      chattering teeth would let him speak, he smiled vacantly, and said he\n      thought it must have been the Cramp.']",
17,17,narrative,"When he had thoroughly recovered himself, and had joined me on the beach,
      his warm Southern nature broke through all artificial English restraints
      in a moment. He overwhelmed me with the wildest expressions of affection—exclaimed
      passionately, in his exaggerated Italian way, that he would hold his life
      henceforth at my disposal—and declared that he should never be happy
      again until he had found an opportunity of proving his gratitude by
      rendering me some service which I might remember, on my side, to the end
      of my days.",0,[],"['When he had thoroughly recovered himslf, and had joined me on the beach,\n      his warm Southern nature broke through all artificial English restraints\n      in a moment. He overwhelmed me with the wildest expressions of affection—exclaimed\n      passionately, in his exaggerated Italian way, that he would hold his life\n      henceforth at my disposal—and declared that he should never be happy\n      again until he had found an opportunity of proving his gratitude by\n      rendering me some service which I might remember, on my side, to the end\n      of my days.']",
18,18,narrative,"I did my best to stop the torrent of his tears and protestations by
      persisting in treating the whole adventure as a good subject for a joke;
      and succeeded at last, as I imagined, in lessening Pesca's overwhelming
      sense of obligation to me. Little did I think then—little did I
      think afterwards when our pleasant holiday had drawn to an end—that
      the opportunity of serving me for which my grateful companion so ardently
      longed was soon to come; that he was eagerly to seize it on the instant;
      and that by so doing he was to turn the whole current of my existence into
      a new channel, and to alter me to myself almost past recognition.",0,[],"[""I did my best to stop the torrent of his tears and protestations by\n      persisting in treating the whole adventure as a good subject for a joke;\n      and succeeded at last, as I imagined, in lessening Pesca's overwhelming\n      sense of obligation to me. Little did I think then—little did I\n      think afterwards when our pleasant holiday had drawn to an end—that\n      the opportunity of serving me for which my grateful companion so ardently\n      longed was soon to come; that he was eagerly to seize it on the instant;\n      and that by so doing he was to turn the whole current of my existence into\n      a new channel, and to alter me to myself almost past recognition.""]",
19,19,narrative,"Yet so it was. If I had not dived for Professor Pesca when he lay under
      water on his shingle bed, I should in all human probability never have
      been connected with the story which these pages will relate—I should
      never, perhaps, have heard even the name of the woman who has lived in all
      my thoughts, who has possessed herself of all my energies, who has become
      the one guiding influence that now directs the purpose of my life.",0,[],"['Yet so it was. If I had not dived for Professor Pesca when he lay under\n      water on his shingle bed, I should in all human probability never have\n      been connected with the story which these pages will relate—I should\n      never, perhaps, have heard even the name of the woman who has lived in all\n      my thoughts, who has possessed herself of all my energies, who has become\n      the one guiding influence that now directs the purpose of my life.']",
20,20,narrative,"Pesca's face and manner, on the evening when we confronted each other at
      my mother's gate, were more than sufficient to inform me that something
      extraordinary had happened. It was quite useless, however, to ask him for
      an immediate explanation. I could only conjecture, while he was dragging
      me in by both hands, that (knowing my habits) he had come to the cottage
      to make sure of meeting me that night, and that he had some news to tell
      of an unusually agreeable kind.",0,[],"[""Pesca's face and manner, on the evening when we confronted each other at\n      my mother's gate, were more than sufficient to inform me that something\n      extraordinary had happened. It was quite useless, however, to ask him for\n      an immediate explanation. I could only conjecture, while he was dragging\n      me in by both hands, that (knowing my habits) he had come to the cottage\n      to make sure of meeting me that night, and that he had some news to tell\n      of an unusually agreeable kind.""]",
21,21,narrative,"We both bounced into the parlour in a highly abrupt and undignified
      manner. My mother sat by the open window laughing and fanning herself.
      Pesca was one of her especial favourites and his wildest eccentricities
      were always pardonable in her eyes. Poor dear soul! from the first moment
      when she found out that the little Professor was deeply and gratefully
      attached to her son, she opened her heart to him unreservedly, and took
      all his puzzling foreign peculiarities for granted, without so much as
      attempting to understand any one of them.",0,[],"['We both bounced into the parlour in a highly abrupt and undignified\n      manner. My mother sat by the open window laughing and fanning herself.\n      Pesca was one of her especial favourites and his wildest eccentricities\n      were always pardonable in her eyes. Poor dear soul! from the first moment\n      when she found out that the little Professor was deeply and gratefully\n      attached to her son, she opened her heart to him unreservedly, and took\n      all his puzzling foreign peculiarities for granted, without so much as\n      attempting to understand any one of them.']",
22,22,narrative,"My sister Sarah, with all the advantages of youth, was, strangely enough,
      less pliable. She did full justice to Pesca's excellent qualities of
      heart; but she could not accept him implicitly, as my mother accepted him,
      for my sake. Her insular notions of propriety rose in perpetual revolt
      against Pesca's constitutional contempt for appearances; and she was
      always more or less undisguisedly astonished at her mother's familiarity
      with the eccentric little foreigner. I have observed, not only in my
      sister's case, but in the instances of others, that we of the young
      generation are nothing like so hearty and so impulsive as some of our
      elders. I constantly see old people flushed and excited by the prospect of
      some anticipated pleasure which altogether fails to ruffle the
      tranquillity of their serene grandchildren. Are we, I wonder, quite such
      genuine boys and girls now as our seniors were in their time? Has the
      great advance in education taken rather too long a stride; and are we in
      these modern days, just the least trifle in the world too well brought up?",0,[],"[""My sister Sarah, with all the advantages of youth, was, strangely enough,\n      less pliable. She did full justice to Pesca's excellent qualities of\n      heart; but she could not accept him implicitly, as my mother accepted him,\n      for my sake. Her insular notions of propriety rose in perpetual revolt\n      against Pesca's constitutional contempt for appearances; and she was\n      always more or less undisguisedly astonished at her mother's familiarity\n      with the eccentric little foreigner. I have observed, not only in my\n      sister's case, but in the instances of others, that we of the young\n      generation are nothing like so hearty and so impulsive as some of our\n      elders. I constantly see old people flushed and excited by the prospect of\n      some anticipated pleasure which altogether fails to ruffle the\n      tranquillity of their serene grandchildren. Are we, I wonder, quite such\n      genuine boys and girls now as our seniors were in their time? Has the\n      great advance in education taken rather too long a stride; and are we in\n      these modern days, just the least trifle in the world too well brought up?""]",
23,23,narrative,"Without attempting to answer those questions decisively, I may at least
      record that I never saw my mother and my sister together in Pesca's
      society, without finding my mother much the younger woman of the two. On
      this occasion, for example, while the old lady was laughing heartily over
      the boyish manner in which we tumbled into the parlour, Sarah was
      perturbedly picking up the broken pieces of a teacup, which the Professor
      had knocked off the table in his precipitate advance to meet me at the
      door.",0,[],"[""Without attempting to answer those questions decisively, I may at least\n      record that I never saw my mother and my sister together in Pesca's\n      society, without finding my mother much the younger woman of the two. On\n      this occasion, for example, while the old lady was laughing heartily over\n      the boyish manner in which we tumbled into the parlour, Sarah was\n      perturbedly picking up the broken pieces of a teacup, which the Professor\n      had knocked off the table in his precipitate advance to meet me at the\n      door.""]",
24,24,utterance,"""I don't know what would have happened, Walter,"" said my mother, ""if you
      had delayed much longer. Pesca has been half mad with impatience, and I
      have been half mad with curiosity. The Professor has brought some
      wonderful news with him, in which he says you are concerned; and he has
      cruelly refused to give us the smallest hint of it till his friend Walter
      appeared.""",2,"['""I don\'t know what would have happened, Walter,""', '""if you\n      had delayed much longer. Pesca has been half mad with impatience, and I\n      have been half mad with curiosity. The Professor has brought some\n      wonderful news with him, in which he says you are concerned; and he has\n      cruelly refused to give us the smallest hint of it till his friend Walter\n      appeared.""']","['""I don\'t know what would have happened, Walter,""', '""if you\n      had delayed much longer. Pesca has been half mad with impatience, and I\n      have been half mad with curiosity. The Professor has brought some\n      wonderful news with him, in which he says you are concerned; and he has\n      cruelly refused to give us the smallest hint of it till his friend Walter\n      appeared.""']",
25,25,utterance,"""Very provoking: it spoils the Set,"" murmured Sarah to herself, mournfully
      absorbed over the ruins of the broken cup.",1,"['""Very provoking: it spoils the Set,""']","['""Very provoking: it spoils the Set,""', ' murmured Sarah to herself, mournfully\n      absorbed over the ruins of the broken cup.']",
26,26,narrative,"While these words were being spoken, Pesca, happily and fussily
      unconscious of the irreparable wrong which the crockery had suffered at
      his hands, was dragging a large arm-chair to the opposite end of the room,
      so as to command us all three, in the character of a public speaker
      addressing an audience. Having turned the chair with its back towards us,
      he jumped into it on his knees, and excitedly addressed his small
      congregation of three from an impromptu pulpit.",0,[],"['While these words were being spoken, Pesca, happily and fussily\n      unconscious of the irreparable wrong which the crockery had suffered at\n      his hands, was dragging a large arm-chair to the opposite end of the room,\n      so as to command us all three, in the character of a public speaker\n      addressing an audience. Having turned the chair with its back towards us,\n      he jumped into it on his knees, and excitedly addressed his small\n      congregation of three from an impromptu pulpit.']",
27,27,utterance,"""Now, my good dears,"" began Pesca (who always said ""good dears"" when he
      meant ""worthy friends""), ""listen to me. The time has come—I recite
      my good news—I speak at last.""",4,"['""Now, my good dears,""', '""good dears""', '""worthy friends""', '""listen to me. The time has come—I recite\n      my good news—I speak at last.""']","['""Now, my good dears,""', '""good dears""', '""worthy friends""', '""listen to me. The time has come—I recite\n      my good news—I speak at last.""']",
28,28,utterance,"""Hear, hear!"" said my mother, humouring the joke.",1,"['""Hear, hear!""']","['""Hear, hear!""', ' said my mother, humouring the joke.']",
29,29,utterance,"""The next thing he will break, mamma,"" whispered Sarah, ""will be the back
      of the best arm-chair.""",2,"['""The next thing he will break, mamma,""', '""will be the back\n      of the best arm-chair.""']","['""The next thing he will break, mamma,""', '""will be the back\n      of the best arm-chair.""']",
30,30,utterance,"""I go back into my life, and I address myself to the noblest of created
      beings,"" continued Pesca, vehemently apostrophising my unworthy self over
      the top rail of the chair. ""Who found me dead at the bottom of the sea
      (through Cramp); and who pulled me up to the top; and what did I say when
      I got into my own life and my own clothes again?""",2,"['""I go back into my life, and I address myself to the noblest of created\n      beings,""', '""Who found me dead at the bottom of the sea\n      (through Cramp); and who pulled me up to the top; and what did I say when\n      I got into my own life and my own clothes again?""']","['""I go back into my life, and I address myself to the noblest of created\n      beings,""', '""Who found me dead at the bottom of the sea\n      (through Cramp); and who pulled me up to the top; and what did I say when\n      I got into my own life and my own clothes again?""']",
31,31,utterance,"""Much more than was at all necessary,"" I answered as doggedly as possible;
      for the least encouragement in connection with this subject invariably let
      loose the Professor's emotions in a flood of tears.",1,"['""Much more than was at all necessary,""']","['""Much more than was at all necessary,""', "" I answered as doggedly as possible;\n      for the least encouragement in connection with this subject invariably let\n      loose the Professor's emotions in a flood of tears.""]",
32,32,utterance,"""I said,"" persisted Pesca, ""that my life belonged to my dear friend,
      Walter, for the rest of my days—and so it does. I said that I should
      never be happy again till I had found the opportunity of doing a good
      Something for Walter—and I have never been contented with myself
      till this most blessed day. Now,"" cried the enthusiastic little man at the
      top of his voice, ""the overflowing happiness bursts out of me at every
      pore of my skin, like a perspiration; for on my faith, and soul, and
      honour, the something is done at last, and the only word to say now is—Right-all-right!""",3,"['""I said,""', '""that my life belonged to my dear friend,\n      Walter, for the rest of my days—and so it does. I said that I should\n      never be happy again till I had found the opportunity of doing a good\n      Something for Walter—and I have never been contented with myself\n      till this most blessed day. Now,""', '""the overflowing happiness bursts out of me at every\n      pore of my skin, like a perspiration; for on my faith, and soul, and\n      honour, the something is done at last, and the only word to say now is—Right-all-right!""']","['""I said,""', '""that my life belonged to my dear friend,\n      Walter, for the rest of my days—and so it does. I said that I should\n      never be happy again till I had found the opportunity of doing a good\n      Something for Walter—and I have never been contented with myself\n      till this most blessed day. Now,""', '""the overflowing happiness bursts out of me at every\n      pore of my skin, like a perspiration; for on my faith, and soul, and\n      honour, the something is done at last, and the only word to say now is—Right-all-right!""']",
33,33,narrative,"It may be necessary to explain here that Pesca prided himself on being a
      perfect Englishman in his language, as well as in his dress, manners, and
      amusements. Having picked up a few of our most familiar colloquial
      expressions, he scattered them about over his conversation whenever they
      happened to occur to him, turning them, in his high relish for their sound
      and his general ignorance of their sense, into compound words and
      repetitions of his own, and always running them into each other, as if
      they consisted of one long syllable.",0,[],"['It may be necessary to explain here that Pesca prided himslf on being a\n      perfect Englishman in his language, as well as in his dress, manners, and\n      amusements. Having picked up a few of our most familiar colloquial\n      expressions, he scattered them about over his conversation whenever they\n      happened to occur to him, turning them, in his high relish for their sound\n      and his general ignorance of their sense, into compound words and\n      repetitions of his own, and always running them into each other, as if\n      they consisted of one long syllable.']",
34,34,utterance,"""Among the fine London Houses where I teach the language of my native
      country,"" said the Professor, rushing into his long-deferred explanation
      without another word of preface, ""there is one, mighty fine, in the big
      place called Portland. You all know where that is? Yes, yes—course-of-course.
      The fine house, my good dears, has got inside it a fine family. A Mamma,
      fair and fat; three young Misses, fair and fat; two young Misters, fair
      and fat; and a Papa, the fairest and the fattest of all, who is a mighty
      merchant, up to his eyes in gold—a fine man once, but seeing that he
      has got a naked head and two chins, fine no longer at the present time.
      Now mind! I teach the sublime Dante to the young Misses, and ah!—my-soul-bless-my-soul!—it
      is not in human language to say how the sublime Dante puzzles the pretty
      heads of all three! No matter—all in good time—and the more
      lessons the better for me. Now mind! Imagine to yourselves that I am
      teaching the young Misses to-day, as usual. We are all four of us down
      together in the Hell of Dante. At the Seventh Circle—but no matter
      for that: all the Circles are alike to the three young Misses, fair and
      fat,—at the Seventh Circle, nevertheless, my pupils are sticking
      fast; and I, to set them going again, recite, explain, and blow myself up
      red-hot with useless enthusiasm, when—a creak of boots in the
      passage outside, and in comes the golden Papa, the mighty merchant with
      the naked head and the two chins.—Ha! my good dears, I am closer
      than you think for to the business, now. Have you been patient so far? or
      have you said to yourselves, 'Deuce-what-the-deuce! Pesca is long-winded
      to-night?'""",2,"['""Among the fine London Houses where I teach the language of my native\n      country,""', '""there is one, mighty fine, in the big\n      place called Portland. You all know where that is? Yes, yes—course-of-course.\n      The fine house, my good dears, has got inside it a fine family. A Mamma,\n      fair and fat; three young Misses, fair and fat; two young Misters, fair\n      and fat; and a Papa, the fairest and the fattest of all, who is a mighty\n      merchant, up to his eyes in gold—a fine man once, but seeing that he\n      has got a naked head and two chins, fine no longer at the present time.\n      Now mind! I teach the sublime Dante to the young Misses, and ah!—my-soul-bless-my-soul!—it\n      is not in human language to say how the sublime Dante puzzles the pretty\n      heads of all three! No matter—all in good time—and the more\n      lessons the better for me. Now mind! Imagine to yourselves that I am\n      teaching the young Misses to-day, as usual. We are all four of us down\n      together in the Hell of Dante. At the Seventh Circle—but no matter\n      for that: all the Circles are alike to the three young Misses, fair and\n      fat,—at the Seventh Circle, nevertheless, my pupils are sticking\n      fast; and I, to set them going again, recite, explain, and blow myself up\n      red-hot with useless enthusiasm, when—a creak of boots in the\n      passage outside, and in comes the golden Papa, the mighty merchant with\n      the naked head and the two chins.—Ha! my good dears, I am closer\n      than you think for to the business, now. Have you been patient so far? or\n      have you said to yourselves, \'Deuce-what-the-deuce! Pesca is long-winded\n      to-night?\'""']","['""Among the fine London Houses where I teach the language of my native\n      country,""', '""there is one, mighty fine, in the big\n      place called Portland. You all know where that is? Yes, yes—course-of-course.\n      The fine house, my good dears, has got inside it a fine family. A Mamma,\n      fair and fat; three young Misss, fair and fat; two young Misters, fair\n      and fat; and a Papa, the fairest and the fattest of all, who is a mighty\n      merchant, up to his eyes in gold—a fine man once, but seeing that he\n      has got a naked head and two chins, fine no longer at the present time.\n      Now mind! I teach the sublime Dante to the young Misss, and ah!—my-soul-bless-my-soul!—it\n      is not in human language to say how the sublime Dante puzzles the pretty\n      heads of all three! No matter—all in good time—and the more\n      lessons the better for me. Now mind! Imagine to yourselves that I am\n      teaching the young Misss to-day, as usual. We are all four of us down\n      together in the Hell of Dante. At the Seventh Circle—but no matter\n      for that: all the Circles are alike to the three young Misss, fair and\n      fat,—at the Seventh Circle, nevertheless, my pupils are sticking\n      fast; and I, to set them going again, recite, explain, and blow myself up\n      red-hot with useless enthusiasm, when—a creak of boots in the\n      passage outside, and in comes the golden Papa, the mighty merchant with\n      the naked head and the two chins.—Ha! my good dears, I am closer\n      than you think for to the business, now. Have you been patient so far? or\n      have you said to yourselves, \'Deuce-what-the-deuce! Pesca is long-winded\n      to-night?\'""']",
35,35,narrative,We declared that we were deeply interested. The Professor went on:,0,[],['We declared that we were deeply interested. The Professor went on:'],
