,para_index,tag,para,num_utterances,raw_utter_list,tokenized_sent,chapter_tag
16,16,utterance,"Having thus acknowledged what I owe those who have aided and approved me, I turn to another class; a small one, so far as I know, but not, therefore, to be overlooked.  I mean the timorous or carping few who doubt the tendency of such books as ""Jane Eyre:"" in whose eyes whatever is unusual is wrong; whose ears detect in each protest against bigotry—that parent of crime—an insult to piety, that regent of God on earth.  I would suggest to such doubters certain obvious distinctions; I would remind them of certain simple truths.",1,"['""Jane Eyre:""']","['Having thus acknowledged what I owe those who have aided and approved me, I turn to another class; a small one, so far as I know, but not, therefore, to be overlooked.\xa0 I mean the timorous or carping few who doubt the tendency of such books as ', '""Jane Eyre:""', ' in whose eyes whatever is unusual is wrong; whose ears detect in each protest against bigotry—that parent of crime—an insult to piety, that regent of God on earth.\xa0 I would suggest to such doubters certain obvious distinctions; I would remind them of certain simple truths.']",
17,17,narrative,"Conventionality is not morality.  Self-righteousness is not religion.  To attack the first is not to assail the last.  To pluck the mask from the face of the Pharisee, is not to lift an impious hand to the Crown of Thorns.",0,[],"['Conventionality is not morality.\xa0 Self-righteousness is not religion.\xa0 To attack the first is not to assail the last.\xa0 To pluck the mask from the face of the Pharisee, is not to lift an impious hand to the Crown of Thorns.']",
18,18,narrative,"These things and deeds are diametrically opposed: they are as distinct as is vice from virtue.  Men too often confound them: they should not be confounded: appearance should not be mistaken for truth; narrow human doctrines, that only tend to elate and magnify a few, should not be substituted for the world-redeeming creed of Christ.  There is—I repeat it—a difference; and it is a good, and not a bad action to mark broadly and clearly the line of separation between them.",0,[],"['These things and deeds are diametrically opposed: they are as distinct as is vice from virtue.\xa0 Men too often confound them: they should not be confounded: appearance should not be mistaken for truth; narrow human doctrines, that only tend to elate and magnify a few, should not be substituted for the world-redeeming creed of Christ.\xa0 There is—I repeat it—a difference; and it is a good, and not a bad action to mark broadly and clearly the line of separation between them.']",
19,19,narrative,"The world may not like to see these ideas dissevered, for it has been accustomed to blend them; finding it convenient to make external show pass for sterling worth—to let white-washed walls vouch for clean shrines.  It may hate him who dares to scrutinise and expose—to rase the gilding, and show base metal under it—to penetrate the sepulchre, and reveal charnel relics: but hate as it will, it is indebted to him.",0,[],"['The world may not like to see these ideas dissevered, for it has been accustomed to blend them; finding it convenient to make external show pass for sterling worth—to let white-washed walls vouch for clean shrines.\xa0 It may hate him who dares to scrutinise and expose—to rase the gilding, and show base metal under it—to penetrate the sepulchre, and reveal charnel relics: but hate as it will, it is indebted to him.']",
20,20,narrative,"Ahab did not like Micaiah, because he never prophesied good concerning him, but evil; probably he liked the sycophant son of Chenaannah better; yet might Ahab have escaped a bloody death, had he but stopped his ears to flattery, and opened them to faithful counsel.",0,[],"['Ahab did not like Micaiah, because he never prophesied good concerning him, but evil; probably he liked the sycophant son of Chenaannah better; yet might Ahab have escaped a bloody death, had he but stopped his ears to flattery, and opened them to faithful counsel.']",
21,21,utterance,"There is a man in our own days whose words are not framed to tickle delicate ears: who, to my thinking, comes before the great ones of society, much as the son of Imlah came before the throned Kings of Judah and Israel; and who speaks truth as deep, with a power as prophet-like and as vital—a mien as dauntless and as daring.  Is the satirist of ""Vanity Fair"" admired in high places?  I cannot tell; but I think if some of those amongst whom he hurls the Greek fire of his sarcasm, and over whom he flashes the levin-brand of his denunciation, were to take his warnings in time—they or their seed might yet escape a fatal Rimoth-Gilead.",1,"['""Vanity Fair""']","['There is a man in our own days whose words are not framed to tickle delicate ears: who, to my thinking, comes before the great ones of society, much as the son of Imlah came before the throned Kings of Judah and Israel; and who speaks truth as deep, with a power as prophet-like and as vital—a mien as dauntless and as daring.\xa0 Is the satirist of ', '""Vanity Fair""', ' admired in high places?\xa0 I cannot tell; but I think if some of those amongst whom he hurls the Greek fire of his sarcasm, and over whom he flashes the levin-brand of his denunciation, were to take his warnings in time—they or their seed might yet escape a fatal Rimoth-Gilead.']",
22,22,utterance,"Why have I alluded to this man?  I have alluded to him, Reader, because I think I see in him an intellect profounder and more unique than his contemporaries have yet recognised; because I regard him as the first social regenerator of the day—as the very master of that working corps who would restore to rectitude the warped system of things; because I think no commentator on his writings has yet found the comparison that suits him, the terms which rightly characterise his talent.  They say he is like Fielding: they talk of his wit, humour, comic powers.  He resembles Fielding as an eagle does a vulture: Fielding could stoop on carrion, but Thackeray never does.  His wit is bright, his humour attractive, but both bear the same relation to his serious genius that the mere lambent sheet-lightning playing under the edge of the summer-cloud does to the electric death-spark hid in its womb.  Finally, I have alluded to Mr. Thackeray, because to him—if he will accept the tribute of a total stranger—I have dedicated this second edition of ""Jane Eyre.""",1,"['""Jane Eyre.""']","['Why have I alluded to this man?\xa0 I have alluded to him, Reader, because I think I see in him an intellect profounder and more unique than his contemporaries have yet recognised; because I regard him as the first social regenerator of the day—as the very master of that working corps who would restore to rectitude the warped system of things; because I think no commentator on his writings has yet found the comparison that suits him, the termswhich rightly characterise his talent.\xa0 They say he is like Fielding: they talk of his wit, humour, comic powers.\xa0 He resembles Fielding as an eagle does a vulture: Fielding could stoop on carrion, but Thackeray never does.\xa0 His wit is bright, his humour attractive, but both bear the same relation to his serious genius that the mere lambent sheet-lightning playing under the edge of the summer-cloud does to the electric death-spark hid in its womb.\xa0 Finally, I have alluded to Mr Thackeray, because to him—if he will accept the tribute of a total stranger—I have dedicated this second edition of ', '""Jane Eyre.""']",
23,23,narrative,CURRER BELL.,0,[],['CURRER BELL.'],
24,24,narrative,"December 21st, 1847.",0,[],"['December 21st, 1847.']",
25,25,narrative,NOTE TO THE THIRD EDITION,0,[],['NOTE TO THE THIRD EDITION'],
26,26,utterance,"I avail myself of the opportunity which a third edition of ""Jane Eyre"" affords me, of again addressing a word to the Public, to explain that my claim to the title of novelist rests on this one work alone.  If, therefore, the authorship of other works of fiction has been attributed to me, an honour is awarded where it is not merited; and consequently, denied where it is justly due.",1,"['""Jane Eyre""']","['I avail myself of the opportunity which a third edition of ', '""Jane Eyre""', ' affords me, of again addressing a word to the Public, to explain that my claim to the title of novelist rests on this one work alone.\xa0 If, therefore, the authorship of other works of fiction has been attributed to me, an honour is awarded where it is not merited; and consequently, denied where it is justly due.']",
27,27,narrative,"This explanation will serve to rectify mistakes which may already have been made, and to prevent future errors.",0,[],"['This explanation will serve to rectify mistakes which may already have been made, and to prevent future errors.']",
28,28,narrative,CURRER BELL.,0,[],['CURRER BELL.'],
29,29,narrative,"April 13th, 1848.",0,[],"['April 13th, 1848.']",
30,30,narrative,CHAPTER I,0,[],['CHAPTER I'],CHAPTER I
31,31,narrative,"There was no possibility of taking a walk that day.  We had been wandering, indeed, in the leafless shrubbery an hour in the morning; but since dinner (Mrs. Reed, when there was no company, dined early) the cold winter wind had brought with it clouds so sombre, and a rain so penetrating, that further out-door exercise was now out of the question.",0,[],"['There was no possibility of taking a walk that day.\xa0 We had been wandering, indeed, in the leafless shrubbery an hour in the morning; but since dinner (Mrs Reed, when there was no company, dined early) the cold winter wind had brought with it clouds so sombre, and a rain so penetrating, that further out-door exercise was now out of the question.']",CHAPTER I
32,32,narrative,"I was glad of it: I never liked long walks, especially on chilly afternoons: dreadful to me was the coming home in the raw twilight, with nipped fingers and toes, and a heart saddened by the chidings of Bessie, the nurse, and humbled by the consciousness of my physical inferiority to Eliza, John, and Georgiana Reed.",0,[],"['I was glad of it: I never liked long walks, especially on chilly afternoons: dreadful to me was the coming home in the raw twilight, with nipped fingers and toes, and a heart saddened by the chidings of Bessie, the nurse, and humbled by the consciousness of my physical inferiority to Eliza, John, and Georgiana Reed.']",CHAPTER I
33,33,utterance,"The said Eliza, John, and Georgiana were now clustered round their mama in the drawing-room: she lay reclined on a sofa by the fireside, and with her darlings about her (for the time neither quarrelling nor crying) looked perfectly happy.  Me, she had dispensed from joining the group; saying, ""She regretted to be under the necessity of keeping me at a distance; but that until she heard from Bessie, and could discover by her own observation, that I was endeavouring in good earnest to acquire a more sociable and childlike disposition, a more attractive and sprightly manner—something lighter, franker, more natural, as it were—she really must exclude me from privileges intended only for contented, happy, little children.""",1,"['""She regretted to be under the necessity of keeping me at a distance; but that until she heard from Bessie, and could discover by her own observation, that I was endeavouring in good earnest to acquire a more sociable and childlike disposition, a more attractive and sprightly manner—something lighter, franker, more natural, as it were—she really must exclude me from privileges intended only for contented, happy, little children.""']","['The said Eliza, John, and Georgiana were now clustered round their mama in the drawing-room: she lay reclined on a sofa by the fireside, and with her darlings about her (for the time neither quarrelling nor crying) looked perfectly happy.\xa0 Me, she had dispensed from joining the group; saying, ', '""She regretted to be under the necessity of keeping me at a distance; but that until she heard from Bessie, and could discover by her own observation, that I was endeavouring in good earnest to acquire a more sociable and childlike disposition, a more attractive and sprightly manner—something lighter, franker, more natural, as it were—she really must exclude me from privileges intended only for contented, happy, little children.""']",CHAPTER I
34,34,utterance,"""What does Bessie say I have done?"" I asked.",1,"['""What does Bessie say I have done?""']","['""What does Bessie say I have done?""', ' I asked.']",CHAPTER I
35,35,utterance,"""Jane, I don’t like cavillers or questioners; besides, there is something truly forbidding in a child taking up her elders in that manner.  Be seated somewhere; and until you can speak pleasantly, remain silent.""",1,"['""Jane, I don’t like cavillers or questioners; besides, there is something truly forbidding in a child taking up her elders in that manner.\xa0 Be seated somewhere; and until you can speak pleasantly, remain silent.""']","['""Jane, I don’t like cavillers or questioners; besides, there is something truly forbidding in a child taking up her elders in that manner.\xa0 Be seated somewhere; and until you can speak pleasantly, remain silent.""']",CHAPTER I
36,36,narrative,"A breakfast-room adjoined the drawing-room, I slipped in there.  It contained a bookcase: I soon possessed myself of a volume, taking care that it should be one stored with pictures.  I mounted into the window-seat: gathering up my feet, I sat cross-legged, like a Turk; and, having drawn the red moreen curtain nearly close, I was shrined in double retirement.",0,[],"['A breakfast-room adjoined the drawing-room, I slipped in there.\xa0 It contained a bookcase: I soon possessed myself of a volume, taking care that it should be one stored with pictures.\xa0 I mounted into the window-seat: gathering up my feet, I sat cross-legged, like a Turk; and, having drawn the red moreen curtain nearly close, I was shrined in double retirement.']",CHAPTER I
37,37,narrative,"Folds of scarlet drapery shut in my view to the right hand; to the left were the clear panes of glass, protecting, but not separating me from the drear November day.  At intervals, while turning over the leaves of my book, I studied the aspect of that winter afternoon.  Afar, it offered a pale blank of mist and cloud; near a scene of wet lawn and storm-beat shrub, with ceaseless rain sweeping away wildly before a long and lamentable blast.",0,[],"['Folds of scarlet drapery shut in my view to the right hand; to the left were the clear panes of glass, protecting, but not separating me from the drear November day.\xa0 At intervals, while turning over the leaves of my book, I studied the aspect of that winter afternoon.\xa0 Afar, it offered a pale blank of mist and cloud; near a scene of wet lawn and storm-beat shrub, with ceaseless rain sweeping away wildly before a long and lamentable blast.']",CHAPTER I
38,38,utterance,"I returned to my book—Bewick’s History of British Birds: the letterpress thereof I cared little for, generally speaking; and yet there were certain introductory pages that, child as I was, I could not pass quite as a blank.  They were those which treat of the haunts of sea-fowl; of ""the solitary rocks and promontories"" by them only inhabited; of the coast of Norway, studded with isles from its southern extremity, the Lindeness, or Naze, to the North Cape—",1,"['""the solitary rocks and promontories""']","['I returned to my book—Bewick’s History of British Birds: the letterpress thereof I cared little for, generally speaking; and yet there were certain introductory pages that, child as I was, I could not pass quite as a blank.\xa0 They were those which treat of the haunts of sea-fowl; of ', '""the solitary rocks and promontories""', ' by them only inhabited; of the coast of Norway, studded with isles from its southern extremity, the Lindeness, or Naze, to the North Cape—']",CHAPTER I
39,39,utterance,"""Where the Northern Ocean, in vast whirls, Boils round the naked, melancholy isles Of farthest Thule; and the Atlantic surge Pours in among the stormy Hebrides.""",1,"['""Where the Northern Ocean, in vast whirls, Boils round the naked, melancholy isles Of farthest Thule; and the Atlantic surge Pours in among the stormy Hebrides.""']","['""Where the Northern Ocean, in vast whirls, Boils round the naked, melancholy isles Of farthest Thule; and the Atlantic surge Pours in among the stormy Hebrides.""']",CHAPTER I
40,40,utterance,"Nor could I pass unnoticed the suggestion of the bleak shores of Lapland, Siberia, Spitzbergen, Nova Zembla, Iceland, Greenland, with ""the vast sweep of the Arctic Zone, and those forlorn regions of dreary space,—that reservoir of frost and snow, where firm fields of ice, the accumulation of centuries of winters, glazed in Alpine heights above heights, surround the pole, and concentre the multiplied rigours of extreme cold.""  Of these death-white realms I formed an idea of my own: shadowy, like all the half-comprehended notions that float dim through children’s brains, but strangely impressive.  The words in these introductory pages connected themselves with the succeeding vignettes, and gave significance to the rock standing up alone in a sea of billow and spray; to the broken boat stranded on a desolate coast; to the cold and ghastly moon glancing through bars of cloud at a wreck just sinking.",1,"['""the vast sweep of the Arctic Zone, and those forlorn regions of dreary space,—that reservoir of frost and snow, where firm fields of ice, the accumulation of centuries of winters, glazed in Alpine heights above heights, surround the pole, and concentre the multiplied rigours of extreme cold.""']","['Nor could I pass unnoticed the suggestion of the bleak shores of Lapland, Siberia, Spitzbergen, Nova Zembla, Iceland, Greenland, with ', '""the vast sweep of the Arctic Zone, and those forlorn regions of dreary space,—that reservoir of frost and snow, where firm fields of ice, the accumulation of centuries of winters, glazed in Alpine heights above heights, surround the pole, and concentre the multiplied rigours of extreme cold.""', '\xa0 Of these death-white realmsI formed an idea of my own: shadowy, like all the half-comprehended notions that float dim through children’s brains, but strangely impressive.\xa0 The words in these introductory pages connected themslves with the succeeding vignettes, and gave significance to the rock standing up alone in a sea of billow and spray; to the broken boat stranded on a desolate coast; to the cold and ghastly moon glancing through bars of cloud at a wreck just sinking.']",CHAPTER I
41,41,narrative,"I cannot tell what sentiment haunted the quite solitary churchyard, with its inscribed headstone; its gate, its two trees, its low horizon, girdled by a broken wall, and its newly-risen crescent, attesting the hour of eventide.",0,[],"['I cannot tell what sentiment haunted the quite solitary churchyard, with its inscribed headstone; its gate, its two trees, its low horizon, girdled by a broken wall, and its newly-risen crescent, attesting the hour of eventide.']",CHAPTER I
42,42,narrative,"The two ships becalmed on a torpid sea, I believed to be marine phantoms.",0,[],"['The two ships becalmed on a torpid sea, I believed to be marine phantoms']",CHAPTER I
43,43,narrative,"The fiend pinning down the thief’s pack behind him, I passed over quickly: it was an object of terror.",0,[],"['The fiend pinning down the thief’s pack behind him, I passed over quickly: it was an object of terror.']",CHAPTER I
44,44,narrative,"So was the black horned thing seated aloof on a rock, surveying a distant crowd surrounding a gallows.",0,[],"['So was the black horned thing seated aloof on a rock, surveying a distant crowd surrounding a gallows.']",CHAPTER I
45,45,narrative,"Each picture told a story; mysterious often to my undeveloped understanding and imperfect feelings, yet ever profoundly interesting: as interesting as the tales Bessie sometimes narrated on winter evenings, when she chanced to be in good humour; and when, having brought her ironing-table to the nursery hearth, she allowed us to sit about it, and while she got up Mrs. Reed’s lace frills, and crimped her nightcap borders, fed our eager attention with passages of love and adventure taken from old fairy tales and other ballads; or (as at a later period I discovered) from the pages of Pamela, and Henry, Earl of Moreland.",0,[],"['Each picture told a story; mysterious often to my undeveloped understanding and imperfect feelings, yet ever profoundly interesting: as interesting as the tales Bessie sometimes narrated on winter evenings, when she chanced to be in good humour; and when, having brought her ironing-table to the nursery hearth, she allowed us to sit about it, and while she got up Mrs Reed’s lace frills, and crimped her nightcap borders, fed our eager attention with passages of love and adventure taken from old fairy tales and other ballads; or (as at a later period I discovered) from the pages of Pamela, and Henry, Earl of Moreland.']",CHAPTER I
46,46,narrative,"With Bewick on my knee, I was then happy: happy at least in my way.  I feared nothing but interruption, and that came too soon.  The breakfast-room door opened.",0,[],"['With Bewick on my knee, I was then happy: happy at least in my way.\xa0 I feared nothing but interruption, and that came too soon.\xa0 The breakfast-room door opened.']",CHAPTER I
47,47,utterance,"""Boh!  Madam Mope!"" cried the voice of John Reed; then he paused: he found the room apparently empty.",1,"['""Boh!\xa0 Madam Mope!""']","['""Boh!\xa0 Madam Mope!""', ' cried the voice of John Reed; then he paused: he found the room apparently empty.']",CHAPTER I
48,48,utterance,"""Where the dickens is she!"" he continued.  ""Lizzy!  Georgy! (calling to his sisters) Joan is not here: tell mama she is run out into the rain—bad animal!""",2,"['""Where the dickens is she!""', '""Lizzy!\xa0 Georgy! (calling to his sisters) Joan is not here: tell mama she is run out into the rain—bad animal!""']","['""Where the dickens is she!""', '""Lizzy!\xa0 Georgy! (calling to his sisters) Joan is not here: tell mama she is run out into the rain—bad animal!""']",CHAPTER I
49,49,utterance,"""It is well I drew the curtain,"" thought I; and I wished fervently he might not discover my hiding-place: nor would John Reed have found it out himself; he was not quick either of vision or conception; but Eliza just put her head in at the door, and said at once—",1,"['""It is well I drew the curtain,""']","['""It is well I drew the curtain,""', ' thought I; and I wished fervently he might not discover my hiding-place: nor would John Reed have found it out himslf; he was not quick either of vision or conception; but Eliza just put her head in at the door, and said at once—']",CHAPTER I
50,50,utterance,"""She is in the window-seat, to be sure, Jack.""",1,"['""She is in the window-seat, to be sure, Jack.""']","['""She is in the window-seat, to be sure, Jack.""']",CHAPTER I
51,51,narrative,"And I came out immediately, for I trembled at the idea of being dragged forth by the said Jack.",0,[],"['And I came out immediately, for I trembled at the idea of being dragged forth by the said Jack.']",CHAPTER I
52,52,utterance,"""What do you want?"" I asked, with awkward diffidence.",1,"['""What do you want?""']","['""What do you want?""', ' I asked, with awkward diffidence.']",CHAPTER I
53,53,utterance,"""Say, ‘What do you want, Master Reed?’"" was the answer.  ""I want you to come here;"" and seating himself in an arm-chair, he intimated by a gesture that I was to approach and stand before him.",2,"['""Say, ‘What do you want, Master Reed?’""', '""I want you to come here;""']","['""Say, ‘What do you want, Master Reed?’""', '""I want you to come here;""', ' and seating himslf in an arm-chair, he intimated by a gesture that I was to approach and stand before him.']",CHAPTER I
54,54,utterance,"John Reed was a schoolboy of fourteen years old; four years older than I, for I was but ten: large and stout for his age, with a dingy and unwholesome skin; thick lineaments in a spacious visage, heavy limbs and large extremities.  He gorged himself habitually at table, which made him bilious, and gave him a dim and bleared eye and flabby cheeks.  He ought now to have been at school; but his mama had taken him home for a month or two, ""on account of his delicate health.""  Mr. Miles, the master, affirmed that he would do very well if he had fewer cakes and sweetmeats sent him from home; but the mother’s heart turned from an opinion so harsh, and inclined rather to the more refined idea that John’s sallowness was owing to over-application and, perhaps, to pining after home.",1,"['""on account of his delicate health.""']","['John Reed was a schoolboy of fourteen years old; four years older than I, for I was but ten: large and stout for his age, with a dingy and unwholesome skin; thick lineaments in a spacious visage, heavy limbs and large extremities.\xa0 He gorged himslf habitually at table, which made him bilious, and gave him a dim and bleared eye and flabby cheeks.\xa0 He ought now to have been at school; but his mama had taken him home for a month or two, ', '""on account of his delicate health.""', '\xa0 Mr Miles, the master, affirmed that he would do very well if he had fewer cakes and sweetmeats sent him from home; but the mother’s heart turned from an opinion so harsh, and inclined rather to the more refined idea that John’s sallowness was owing to over-application and, perhaps, to pining after home.']",CHAPTER I
55,55,narrative,"John had not much affection for his mother and sisters, and an antipathy to me.  He bullied and punished me; not two or three times in the week, nor once or twice in the day, but continually: every nerve I had feared him, and every morsel of flesh in my bones shrank when he came near.  There were moments when I was bewildered by the terror he inspired, because I had no appeal whatever against either his menaces or his inflictions; the servants did not like to offend their young master by taking my part against him, and Mrs. Reed was blind and deaf on the subject: she never saw him strike or heard him abuse me, though he did both now and then in her very presence, more frequently, however, behind her back.",0,[],"['John had not much affection for his mother and sisters, and an antipathy to me.\xa0 He bullied and punished me; not two or three times in the week, nor once or twice in the day, but continually: every nerve I had feared him, and every morsel of flesh in my bones shrank when he came near.\xa0 There were moments when I was bewildered by the terror he inspired, because I had no appeal whatever against either his menaces or his inflictions; the servants did not like to offend their young master by taking my part against him, and Mrs Reed was blind and deaf on the subject: she never saw him strike or heard him abuse me, though he did both now and then in her very presence, more frequently, however, behind her back.']",CHAPTER I
56,56,narrative,"Habitually obedient to John, I came up to his chair: he spent some three minutes in thrusting out his tongue at me as far as he could without damaging the roots: I knew he would soon strike, and while dreading the blow, I mused on the disgusting and ugly appearance of him who would presently deal it.  I wonder if he read that notion in my face; for, all at once, without speaking, he struck suddenly and strongly.  I tottered, and on regaining my equilibrium retired back a step or two from his chair.",0,[],"['Habitually obedient to John, I came up to his chair: he spent some three minutes in thrusting out his tongue at me as far as he could without damaging the roots: I knew he would soon strike, and while dreading the blow, I mused on the disgusting and ugly appearance of him who would presently deal it.\xa0 I wonder if he read that notion in my face; for, all at once, without speaking, he struck suddenly and strongly.\xa0 I tottered, and on regaining my equilibrium retired back a step or two from his chair.']",CHAPTER I
57,57,utterance,"""That is for your impudence in answering mama awhile since,"" said he, ""and for your sneaking way of getting behind curtains, and for the look you had in your eyes two minutes since, you rat!""",2,"['""That is for your impudence in answering mama awhile since,""', '""and for your sneaking way of getting behind curtains, and for the look you had in your eyes two minutes since, you rat!""']","['""That is for your impudence in answering mama awhile since,""', '""and for your sneaking way of getting behind curtains, and for the look you had in your eyes two minutes since, you rat!""']",CHAPTER I
58,58,narrative,"Accustomed to John Reed’s abuse, I never had an idea of replying to it; my care was how to endure the blow which would certainly follow the insult.",0,[],"['Accustomed to John Reed’s abuse, I never had an idea of replying to it; my care was how to endure the blow which would certainly follow the insult.']",CHAPTER I
59,59,utterance,"""What were you doing behind the curtain?"" he asked.",1,"['""What were you doing behind the curtain?""']","['""What were you doing behind the curtain?""', ' he asked.']",CHAPTER I
60,60,utterance,"""I was reading.""",1,"['""I was reading.""']","['""I was reading.""']",CHAPTER I
61,61,utterance,"""Show the book.""",1,"['""Show the book.""']","['""Show the book.""']",CHAPTER I
62,62,narrative,I returned to the window and fetched it thence.,0,[],['I returned to the window and fetched it thence.'],CHAPTER I
63,63,utterance,"""You have no business to take our books; you are a dependent, mama says; you have no money; your father left you none; you ought to beg, and not to live here with gentlemen’s children like us, and eat the same meals we do, and wear clothes at our mama’s expense.  Now, I’ll teach you to rummage my bookshelves: for they are mine; all the house belongs to me, or will do in a few years.  Go and stand by the door, out of the way of the mirror and the windows.""",1,"['""You have no business to take our books; you are a dependent, mama says; you have no money; your father left you none; you ought to beg, and not to live here with gentlemen’s children like us, and eat the same meals we do, and wear clothes at our mama’s expense.\xa0 Now, I’ll teach you to rummage my bookshelves: for they are mine; all the house belongs to me, or will do in a few years.\xa0 Go and stand by the door, out of the way of the mirror and the windows.""']","['""You have no business to take our books; you are a dependent, mama says; you have no money; your father left you none; you ought to beg, and not to live here with gentlemen’s children like us, and eat the same meals we do, and wear clothes at our mama’s expense.\xa0 Now, I’ll teach you to rummage my bookshelves: for they are mine; all the house belongs to me, or will do in a few years.\xa0 Go and stand by the door, out of the way of the mirror and the windows.""']",CHAPTER I
64,64,narrative,"I did so, not at first aware what was his intention; but when I saw him lift and poise the book and stand in act to hurl it, I instinctively started aside with a cry of alarm: not soon enough, however; the volume was flung, it hit me, and I fell, striking my head against the door and cutting it.  The cut bled, the pain was sharp: my terror had passed its climax; other feelings succeeded.",0,[],"['I did so, not at first aware what was his intention; but when I saw him lift and poise the book and stand in act to hurl it, I instinctively started aside with a cry of alarm: not soon enough, however; the volume was flung, it hit me, and I fell, striking my head against the door and cutting it.\xa0 The cut bled, the pain was sharp: my terror had passed its climax; other feelings succeeded.']",CHAPTER I
65,65,utterance,"""Wicked and cruel boy!"" I said.  ""You are like a murderer—you are like a slave-driver—you are like the Roman emperors!""",2,"['""Wicked and cruel boy!""', '""You are like a murderer—you are like a slave-driver—you are like the Roman emperors!""']","['""Wicked and cruel boy!""', '""You are like a murderer—you are like a slave-driver—you are like the Roman emperors!""']",CHAPTER I
66,66,narrative,"I had read Goldsmith’s History of Rome, and had formed my opinion of Nero, Caligula, etc.  Also I had drawn parallels in silence, which I never thought thus to have declared aloud.",0,[],"['I had read Goldsmith’s History of Rome, and had formed my opinion of Nero, Caligula, etc.\xa0 Also I had drawn parallels in silence, which I never thought thus to have declared aloud.']",CHAPTER I
67,67,utterance,"""What! what!"" he cried.  ""Did she say that to me?  Did you hear her, Eliza and Georgiana?  Won’t I tell mama? but first—""",2,"['""What! what!""', '""Did she say that to me?\xa0 Did you hear her, Eliza and Georgiana?\xa0 Won’t I tell mama? but first—""']","['""What! what!""', '""Did she say that to me?\xa0 Did you hear her, Eliza and Georgiana?\xa0 Won’t I tell mama? but first—""']",CHAPTER I
68,68,utterance,"He ran headlong at me: I felt him grasp my hair and my shoulder: he had closed with a desperate thing.  I really saw in him a tyrant, a murderer.  I felt a drop or two of blood from my head trickle down my neck, and was sensible of somewhat pungent suffering: these sensations for the time predominated over fear, and I received him in frantic sort.  I don’t very well know what I did with my hands, but he called me ""Rat!  Rat!"" and bellowed out aloud.  Aid was near him: Eliza and Georgiana had run for Mrs. Reed, who was gone upstairs: she now came upon the scene, followed by Bessie and her maid Abbot.  We were parted: I heard the words—",1,"['""Rat!\xa0 Rat!""']","['He ran headlong at me: I felt him grasp my hair and my shoulder: he had closed with a desperate thing.\xa0 I really saw in him a tyrant, a murderer.\xa0 I felt a drop or two of blood from my head trickle down my neck, and was sensible of somewhat pungent suffering: these sensations for the time predominated over fear, and I received him in frantic sort.\xa0 I don’t very well know what I did with my hands, but he called me ', '""Rat!\xa0 Rat!""', ' and bellowed out aloud.\xa0 Aid was near him: Eliza and Georgiana had run for Mrs Reed, who was gone upstairs: she now came upon the scene, followed by Bessie and her maid Abbot.\xa0 We were parted: I heard the words—']",CHAPTER I
